,cell_line,timepoint,G1,S,G2,S_dropout,subG1,beyondG2,M
45,HS578T,time0_ctrl,0.14697461830718958,0.6261974688039218,0.09921617597058825,0.008168490751633983,0.09078320402614382,0.013765065313725492,0.014894976784313733
46,HTERT_HME1,72,0.4771835809907328,0.327100070073844,0.13450086650387402,0.012004643856252002,0.010492731866635158,0.025794113824193457,0.012923992884468482
47,HTERT_HME1,time0_ctrl,0.30987335808875144,0.36174359204045764,0.20053966496967088,0.027110262199948977,0.04603809803050072,0.046039896401988516,0.008655128268681875
48,MCF10A,72,0.8779145016423447,0.029225242431542047,0.06426286739110011,0.016231752576673353,0.002836453025904319,0.008631601146736433,0.0008975817856986599
49,MCF10A,time0_ctrl,0.36818670147518995,0.3908489904215214,0.19139814792566637,0.009065546829246625,0.01108522245195748,0.008459353281877526,0.020956037614540474
50,MCF10A (GM),72,0.569327915880185,0.22884157001619843,0.14636968392104285,0.017839865538549066,0.016307399999213955,0.011642821896314581,0.009670742748496105
51,MCF10A (GM),time0_ctrl,0.4393879915001781,0.2614694564302699,0.21171426848948596,0.014108347415061817,0.02412643388681449,0.013150231192065764,0.03604327108612389
52,MCF12A,72,0.29724341258333314,0.4589804477083333,0.18438726032291666,0.013437304437499999,0.009293918343749999,0.022825934531249994,0.01383172196874999
53,MCF12A,time0_ctrl,0.4304178284188312,0.2931398906461039,0.1261132171558442,0.017505838133116874,0.025141061314935036,0.05126349449999997,0.05641866984090912
54,MCF7,72,0.47156325079166667,0.301149788625,0.12739010845833335,0.024749886333333332,0.009728059249999997,0.04314283812499999,0.022276068666666666
55,MCF7,time0_ctrl,0.37242350538436486,0.2983945974039088,0.10393503364495124,0.01643634127687297,0.007558033876221502,0.07840678011726383,0.12284570833876221
56,MDAMB175VII,72,0.616484426152541,0.128223689404025,0.13287895025191146,0.03999465285571135,0.04345826955045212,0.031665396849885605,0.00729461493547361
57,MDAMB175VII,time0_ctrl,0.6019586724909484,0.053656165710565966,0.16977650820711915,0.04244601323230374,0.06279709722882233,0.06474575266361106,0.004619790466629086
58,MDAMB231,72,0.4981015774279834,0.27784359290711674,0.14072711057196013,0.019269502452516782,0.009276498739605635,0.03988005832864568,0.014901659572171558
59,MDAMB231,time0_ctrl,0.3306446212990585,0.4213512322031277,0.12290613311973209,0.013001869768104656,0.009131362814479202,0.03819031991847908,0.0647744608770188
60,MDAMB330,72,0.7340734888287824,0.12127194865114056,0.09884631243992541,0.01321366196381195,0.017372167939271804,0.005683802206315681,0.009538617970751766
61,MDAMB330,time0_ctrl,0.857035077319392,0.041088262586332566,0.06590949019787147,0.013910373223689636,0.016173033766076896,0.005433955950951733,0.00044980695568510394
62,MDAMB361,72,0.615308178540214,0.1579919463035429,0.1177335252136855,0.021703937586015187,0.040862510901867106,0.03496330402019499,0.011436597434480217
63,MDAMB361,time0_ctrl,0.678760965126909,0.09892792179599375,0.12361144406628026,0.020987115906983864,0.03233173213314537,0.032789717969610783,0.012591103001076664
64,MDAMB415,72,0.5596697499970745,0.17507722351474386,0.1338114231864592,0.024254541019369132,0.05485673182098639,0.043453647604795594,0.008876682856571507
65,MDAMB415,time0_ctrl,0.5700917158844737,0.1571725677993734,0.13752919154228396,0.02344418332197229,0.05352949962748981,0.05542080544761927,0.0028120363767876956
66,MDAMB436,72,0.4113851010079195,0.27586568083891577,0.1748353104637527,0.024611000835850452,0.016729196409379424,0.06554594011855165,0.031027770325630654
67,MDAMB436,time0_ctrl,0.28107167799126836,0.4593393485141868,0.10024813843803859,0.016547343415360054,0.015419034789305643,0.042730675026433164,0.08464378182540729
68,MDAMB453,72,0.40693269726067016,0.37640909080936624,0.10582416456733312,0.02982106010604144,0.018364255037801938,0.057719513034593335,0.004929219184193723
69,MDAMB453,time0_ctrl,0.548422725393503,0.25734356222789095,0.11685989649981426,0.02799910158337516,0.013937319118296316,0.03125616647010011,0.004181228707020072
70,MDAMB468,72,0.4911511137064197,0.23372065517713259,0.17690264434157132,0.018486891691396088,0.026715407011796644,0.02045994363726245,0.03256334443442128
71,MDAMB468,time0_ctrl,0.5903140208397016,0.23243325073775878,0.08425669276913877,0.014654225684818941,0.05187735602694503,0.0038106293139233745,0.02265382462771296
72,MGH312,72,0.46474305998863624,0.1767238079090908,0.19917057007954544,0.023699466056818167,0.004505525579545452,0.06433852579545457,0.06681904468181815
73,MGH312,time0_ctrl,0.462911398616279,0.22821954920348833,0.18508227381395354,0.02107706226744185,0.002735925406976744,0.08657278163953491,0.013401009104651166
74,PDX1206,72,0.3254704666666666,0.27922936924999997,0.1555816240833333,0.027994584125,0.03479188283333333,0.17643506983333332,0.0004970028749999999
75,PDX1206,time0_ctrl,0.40639619306493513,0.13120786027922068,0.1983861888051949,0.031646764944805214,0.024287997366883123,0.20793336840909096,0.0001416271233766234
76,PDX1258,72,0.404868577,0.1847439965416667,0.19869345758333332,0.03555694520833332,0.04621589683333332,0.1096332803333333,0.020287846583333335
77,PDX1258,time0_ctrl,0.32255759572402576,0.2623969281396106,0.2061518695389609,0.036289565301948074,0.04018559074025977,0.132418450577922,0.0
78,PDX1328,72,0.522257539062239,0.18430864486243936,0.1368117967403871,0.02417348544940713,0.022931051076781814,0.10498220679703667,0.0045352760117086735
79,PDX1328,time0_ctrl,0.43940392141814466,0.34642078207577237,0.117437886340819,0.016335868663106604,0.01823239842083609,0.06172156692650204,0.00044757615481922204
80,PDXHCI002,72,0.07921223925000001,0.335836777,0.13432885125,0.05316665275,0.054887578750000006,0.34256790112499996,0.0
81,PDXHCI002,time0_ctrl,0.195374662689243,0.3703347754382471,0.154844689119522,0.032208129589641435,0.06023602825099602,0.18435038896812747,0.0026513259322709162
82,SKBR3,72,0.49849524907485304,0.23852422869650458,0.1460074520551863,0.030295529638231664,0.015509373352112056,0.050371547956688585,0.020796619226423774
83,SKBR3,time0_ctrl,0.49741202292218617,0.27461840746693805,0.1264411020313967,0.020978461022552568,0.027873565255276834,0.036936697642827435,0.015739743658822657
84,SUM1315,72,0.49658870066007194,0.2524891295940245,0.14381071426147854,0.03769312071742523,0.03264644851168958,0.02973952904753274,0.007032357207777409
85,SUM1315,time0_ctrl,0.4305607378907568,0.3708250892408793,0.14452400996293588,0.015600426749134973,0.0076993721032861005,0.02459541336831823,0.006194950684688395
86,SUM149,72,0.3338083515015818,0.4337262897442464,0.15421490609268526,0.014194982660765902,0.013105630721805803,0.029070807075050904,0.02187903220386409
87,SUM149,time0_ctrl,0.30052856936224753,0.459184768557038,0.15680705075397522,0.020363531236167697,0.02305959225708922,0.02833764271091365,0.011718845122568457
88,SUM159,72,0.3029460245248533,0.4153666929695295,0.15764537954919347,0.011890684891157991,0.00460427368989937,0.09980197420566529,0.007744970169701044
89,SUM159,time0_ctrl,0.38677710596933346,0.20757396125864377,0.2621954842063522,0.02841427273128405,0.01955590571890331,0.07718358101814507,0.018299689097337882
90,SUM185PE,72,0.2734588504095326,0.1304149739858104,0.1631548723049592,0.04412763117170718,0.043606217286538684,0.3441159979572818,0.001121456884170293
91,SUM185PE,time0_ctrl,0.24822677927170575,0.12710494765369676,0.1393405743262443,0.034318935744977234,0.04333830949241983,0.4050915862578895,0.0025788672530665776
92,SUM190PT,72,0.4687599822380025,0.1789260732249194,0.1660202535474296,0.04234292064659336,0.03774521561699344,0.10620555472606179,0.0
93,SUM190PT,time0_ctrl,0.573657764693271,0.13147411556529928,0.17132153705706765,0.03872401970837961,0.02369040387282376,0.061064775602543905,6.738350061451286e-05
94,SUM229PE,72,0.32813071431600643,0.3790045790082379,0.13795585388499004,0.03226122476006923,0.04439049674658355,0.06151138321898524,0.016745748065127627
95,SUM229PE,time0_ctrl,0.2913182363475153,0.3509328215092968,0.2126929898622647,0.04561701715212653,0.03747559590961785,0.061936735894829335,2.6603324349619892e-05
96,SUM44PE,72,0.5114742650584099,0.19421532039657155,0.14547278777487624,0.029284670054301437,0.04998339071975648,0.06876575876267828,0.0008038072334060176
97,SUM44PE,time0_ctrl,0.389812190629076,0.4862673067285178,0.05571530651995707,0.014507145213021561,0.020568165876097704,0.0331262806504005,3.6043829296424452e-06
98,SUM52PE,72,0.4921695282484576,0.30779385883914845,0.10551719834522466,0.01573803997790221,0.02869112130486905,0.03850455035551214,0.011585702928885853
99,SUM52PE,time0_ctrl,0.35291290673439085,0.4218669901739754,0.11240256102725224,0.017146090982614617,0.02169859426364479,0.07289471157930481,0.0010781452388173795
100,T47D,72,0.58079283825,0.190112636375,0.1213537055,0.020165356125000002,0.033077769625,0.016923544,0.03757415025
101,T47D,time0_ctrl,0.6626202194836064,0.12161720105737701,0.08024420742622948,0.014519588221311473,0.041683949213114746,0.013151625795081978,0.0661632088442623
102,UACC812,72,0.3804952349413908,0.18668811623724446,0.21147403521728694,0.028804630059944467,0.040245393542785876,0.1462906297309993,0.0060019602703482895
103,UACC812,time0_ctrl,0.5753317531854306,0.13967247002784042,0.17142976682798197,0.021349040962453422,0.04057563024045573,0.05068276629368995,0.0009585724621477526
104,UACC893,72,0.6346605869621151,0.11646721043626068,0.1419465397299958,0.02566310456907955,0.029186414257540417,0.035332487394121904,0.016743656650886677
105,UACC893,time0_ctrl,0.43383359167232793,0.22222527083413074,0.17781502220399317,0.027449453792804328,0.03000110282641537,0.09806154261934419,0.010614016050984193
106,ZR751,72,0.5736903173541664,0.22130396370833336,0.11308311078125001,0.02848076973958334,0.01869316829166667,0.03149209344791666,0.013256576635416665
107,ZR751,time0_ctrl,0.38638761217532464,0.2334257940584417,0.20003442511038955,0.02246224078896103,0.007259453181818181,0.12487140007792219,0.02555907461038961
108,ZR7530,72,0.6651369651363637,0.11688753910227273,0.14529272978409094,0.021378654488636364,0.014640288238636355,0.030493621784090905,0.006170201397727273
109,ZR7530,time0_ctrl,0.6928800602684824,0.12637160154863816,0.12869758948638138,0.013467031642023343,0.014006476490272368,0.018150070494163423,0.0064271699961089505
